parent id	parent name	child id	child name
FMA4838	azygos vein	FMA4877	right superior intercostal vein
FMA4838	azygos vein	FMA4950	right ascending lumbar vein
FMA4950	right ascending lumbar vein	newnode9383466	right lumbar veins
FMA4950	right ascending lumbar vein	FMA4844	right subcostal vein
FMA4720	superior vena cava	FMA4944	hemiazygos vein
FMA4944	hemiazygos vein	FMA4843	left ascending lumbar vein
FMA4843	left ascending lumbar vein	newnode6736911	left lumbar veins
FMA4843	left ascending lumbar vein	FMA4951	left subcostal vein
FMA4720	superior vena cava	FMA4751	right brachiocephalic vein
FMA4751	right brachiocephalic vein	newnode_right_neck_veins	right neck veins
newnode_right_neck_veins	right neck veins	FMA4754	right internal jugular vein
FMA4751	right brachiocephalic vein	FMA4758	right internal thoracic vein
FMA4758	right internal thoracic vein	FMA4772	right musculophrenic vein
FMA4751	right brachiocephalic vein	FMA4755	right subclavian vein
FMA4755	right subclavian vein	FMA50859	right suprascapular vein
FMA4755	right subclavian vein	FMA13330	right axillary vein
FMA13330	right axillary vein	FMA77954	right anterior circumflex humeral vein
FMA13330	right axillary vein	FMA71211	right lateral thoracic vein
FMA13330	right axillary vein	newnode_right_arm_veins	right arm veins
newnode_right_arm_veins	right arm veins	FMA13325	right cephalic vein
FMA13325	right cephalic vein	FMA62506	dorsal venous network of right hand
newnode_right_arm_veins	right arm veins	FMA22935	right medial brachial vein
FMA22935	right medial brachial vein	FMA22948	right radial vein
FMA22935	right medial brachial vein	FMA22951	right ulnar vein
FMA22951	right ulnar vein	FMA22915	right superficial palmar venous arch
FMA22915	right superficial palmar venous arch	newnode335938	proper palmar digital vein of right middle finger
FMA22915	right superficial palmar venous arch	newnode3236066	proper palmar digital vein of right ring finger
FMA22915	right superficial palmar venous arch	newnode3752353	right common palmar digital vein
FMA22915	right superficial palmar venous arch	newnode3724859	proper palmar digital vein of right index finger
FMA22915	right superficial palmar venous arch	newnode1680581	proper palmar digital vein of right little finger
FMA22951	right ulnar vein	FMA22912	right deep palmar venous arch
FMA22912	right deep palmar venous arch	FMA22920	right palmar metacarpal vein
newnode_right_arm_veins	right arm veins	FMA22909	right basilic vein
FMA22909	right basilic vein	FMA22964	right median cubital vein
FMA22909	right basilic vein	FMA22968	right median antebrachial vein
FMA13330	right axillary vein	FMA77949	right circumflex scapular vein
FMA13330	right axillary vein	FMA23114	right subscapular vein
FMA23114	right subscapular vein	FMA71214	right thoracodorsal vein
FMA45626	systemic venous system	FMA82673	inferior systemic venous tree
FMA82673	inferior systemic venous tree	FMA10951	inferior vena cava
FMA10951	inferior vena cava	FMA78121	superior phrenic vein
FMA10951	inferior vena cava	FMA68068	inferior phrenic vein
FMA10951	inferior vena cava	FMA14337	hepatic vein
FMA14337	hepatic vein	FMA14338	right hepatic vein
FMA14338	right hepatic vein	FMA15797	posterior inferior segmental tributary of right hepatic vein
FMA14338	right hepatic vein	FMA15796	posterior superior segmental tributary of right hepatic vein
FMA14338	right hepatic vein	FMA15798	anterior superior segmental tributary of right hepatic vein
FMA14337	hepatic vein	FMA14340	middle hepatic vein
FMA14340	middle hepatic vein	FMA15801	medial inferior segmental tributary of middle hepatic vein
FMA14340	middle hepatic vein	FMA15800	anterior inferior segmental tributary of middle hepatic vein
FMA14337	hepatic vein	FMA14339	left hepatic vein
FMA14339	left hepatic vein	FMA15804	lateral inferior segmental tributary of left hepatic vein
FMA14339	left hepatic vein	FMA15803	lateral superior segmental tributary of left hepatic vein
FMA14339	left hepatic vein	FMA15802	medial superior segmental tributary of left hepatic vein
FMA10951	inferior vena cava	FMA14341	right testicular vein
FMA10951	inferior vena cava	newnode_iliac_veins	iliac veins
newnode_iliac_veins	iliac veins	FMA21388	left common iliac vein
FMA21388	left common iliac vein	FMA77168	median sacral vein
FMA21388	left common iliac vein	FMA18886	left external iliac vein
FMA18886	left external iliac vein	FMA21164	left inferior epigastric vein
FMA18886	left external iliac vein	FMA21189	left femoral vein
FMA21189	left femoral vein	FMA44329	left popliteal vein
FMA44329	left popliteal vein	FMA44335	left small saphenous vein
FMA44329	left popliteal vein	FMA44888	left genicular vein
FMA44329	left popliteal vein	FMA44337	left anterior tibial vein
FMA44329	left popliteal vein	FMA44886	left fibular vein
FMA44329	left popliteal vein	FMA44339	left posterior tibial vein
FMA44339	left posterior tibial vein	FMA44884	plantar venous arch of left foot
FMA44884	plantar venous arch of left foot	newnode8749217	left plantar metatarsal vein
newnode8749217	left plantar metatarsal vein	FMA70922	perforating veins of left foot
newnode8749217	left plantar metatarsal vein	FMA70919	left plantar digital veins
FMA21189	left femoral vein	FMA21380	left great saphenous vein
FMA21380	left great saphenous vein	FMA44882	dorsal venous arch of left foot
FMA44882	dorsal venous arch of left foot	newnode2577366	left dorsal metatarsal vein
newnode2577366	left dorsal metatarsal vein	FMA70917	left dorsal digital veins
FMA21189	left femoral vein	FMA51043	left deep femoral vein
FMA51043	left deep femoral vein	newnode8493794	perforating vein of left leg
FMA51043	left deep femoral vein	FMA44919	left medial circumflex femoral vein
FMA51043	left deep femoral vein	FMA44922	left lateral circumflex femoral vein
FMA18886	left external iliac vein	FMA44341	left superficial epigastric vein
FMA21388	left common iliac vein	FMA18888	left internal iliac vein
FMA18888	left internal iliac vein	FMA18907	left lateral sacral vein
FMA18888	left internal iliac vein	FMA18910	left superior gluteal vein
FMA18888	left internal iliac vein	FMA18913	left inferior gluteal vein
FMA18888	left internal iliac vein	FMA18919	left internal pudendal vein
FMA18888	left internal iliac vein	FMA21386	left superficial dorsal vein of penis
FMA18888	left internal iliac vein	FMA18916	left obturator vein
FMA21388	left common iliac vein	FMA18904	left iliolumbar vein
newnode_iliac_veins	iliac veins	FMA21387	right common iliac vein
FMA21387	right common iliac vein	FMA18887	right internal iliac vein
FMA18887	right internal iliac vein	FMA18915	right obturator vein
FMA18887	right internal iliac vein	FMA18906	right lateral sacral vein
FMA18887	right internal iliac vein	FMA18918	right internal pudendal vein
FMA18918	right internal pudendal vein	FMA21354	deep dorsal vein of penis
FMA18887	right internal iliac vein	FMA18912	right inferior gluteal vein
FMA18887	right internal iliac vein	FMA21385	right superficial dorsal vein of penis
FMA18887	right internal iliac vein	FMA18909	right superior gluteal vein
FMA18887	right internal iliac vein	FMA21384	superficial dorsal vein of penis
FMA21387	right common iliac vein	FMA18903	right iliolumbar vein
FMA21387	right common iliac vein	FMA18885	right external iliac vein
FMA18885	right external iliac vein	FMA44340	right superficial epigastric vein
FMA18885	right external iliac vein	FMA21188	right femoral vein
FMA21188	right femoral vein	FMA44328	right popliteal vein
FMA44328	right popliteal vein	FMA44336	right anterior tibial vein
FMA44328	right popliteal vein	FMA44887	right genicular vein
FMA44328	right popliteal vein	FMA44885	right fibular vein
FMA44328	right popliteal vein	FMA44334	right small saphenous vein
FMA44328	right popliteal vein	FMA44338	right posterior tibial vein
FMA44338	right posterior tibial vein	FMA44883	plantar venous arch of right foot
FMA44883	plantar venous arch of right foot	newnode5893775	right plantar metatarsal vein
newnode5893775	right plantar metatarsal vein	newnode3367554	perforating veins of right foot
newnode5893775	right plantar metatarsal vein	newnode7788754	right plantar digital veins
FMA21188	right femoral vein	FMA51042	right deep femoral vein
FMA51042	right deep femoral vein	FMA44920	right lateral circumflex femoral vein
FMA51042	right deep femoral vein	FMA44918	right medial circumflex femoral vein
FMA51042	right deep femoral vein	newnode3623451	perforating vein of right leg
FMA21188	right femoral vein	FMA21379	right great saphenous vein
FMA21379	right great saphenous vein	FMA44881	dorsal venous arch of right foot
FMA44881	dorsal venous arch of right foot	newnode3866089	right dorsal metatarsal vein
newnode3866089	right dorsal metatarsal vein	newnode2873313	right dorsal digital veins
FMA18885	right external iliac vein	FMA21163	right inferior epigastric vein
FMA10951	inferior vena cava	FMA14334	renal vein
FMA14334	renal vein	FMA14336	left renal vein
FMA14336	left renal vein	FMA14345	left testicular vein
FMA14334	renal vein	FMA14335	right renal vein
FMA10951	inferior vena cava	newnode_renal_suprarenal	renal and suprarenal veins
newnode_renal_suprarenal	renal and suprarenal veins	FMA14349	left suprarenal vein
newnode_renal_suprarenal	renal and suprarenal veins	FMA14343	right suprarenal vein
FMA7161	cardiovascular system	newnode8839906	heart
newnode8839906	heart	newnode6793610	fibrous skeleton of heart
newnode8839906	heart	newnode3810392	left atrium
newnode3810392	left atrium	newnode35276	wall of left atrium
newnode3810392	left atrium	newnode6152699	cavity of left atrium
newnode3810392	left atrium	newnode9692428	outflow part of left atrium
newnode9692428	outflow part of left atrium	newnode1224643	mitral valve
newnode1224643	mitral valve	newnode7689972	fibrous ring of mitral valve
newnode1224643	mitral valve	newnode6206232	anterior leaflet of mitral valve
newnode1224643	mitral valve	newnode3643195	posterior leaflet of mitral valve
newnode8839906	heart	newnode1538668	right atrium
newnode1538668	right atrium	newnode2325225	outflow part of right atrium
newnode2325225	outflow part of right atrium	newnode8002345	tricuspid valve
newnode8002345	tricuspid valve	newnode6566362	anterior leaflet of tricuspid valve
newnode8002345	tricuspid valve	newnode2443277	septal leaflet of tricuspid valve
newnode8002345	tricuspid valve	newnode130961	posterior leaflet of tricuspid valve
newnode1538668	right atrium	newnode4028611	wall of right atrium
newnode1538668	right atrium	newnode2951163	cavity of right atrium
newnode8839906	heart	newnode250371	left ventricle
newnode250371	left ventricle	newnode3765391	inflow part of left ventricle
newnode250371	left ventricle	newnode476783	cavity of left ventricle
newnode250371	left ventricle	newnode2159029	wall of left ventricle
newnode2159029	wall of left ventricle	newnode6363180	inferior wall of left ventricle
newnode6363180	inferior wall of left ventricle	newnode346194	myocardium of inferior wall of left ventricle
newnode346194	myocardium of inferior wall of left ventricle	newnode2337233	myocardial zone 4
newnode2159029	wall of left ventricle	newnode8371568	free wall of left ventricle
newnode8371568	free wall of left ventricle	newnode3195884	myocardium of left ventricle
newnode3195884	myocardium of left ventricle	newnode5211518	myocardium of free wall of left ventricle
newnode5211518	myocardium of free wall of left ventricle	newnode2711388	subendocardial layer of myocardium of left ventricle
newnode2711388	subendocardial layer of myocardium of left ventricle	newnode4803879	papillary muscle of left ventricle
newnode4803879	papillary muscle of left ventricle	newnode7072125	anterolateral head of lateral papillary muscle of left ventricle
newnode4803879	papillary muscle of left ventricle	FMA7264	lateral papillary muscle of left ventricle
newnode2159029	wall of left ventricle	newnode6073803	lateral wall of left ventricle
newnode6073803	lateral wall of left ventricle	newnode4235412	myocardium of lateral wall of left ventricle
newnode4235412	myocardium of lateral wall of left ventricle	newnode6855194	myocardial zone 12
newnode4235412	myocardium of lateral wall of left ventricle	newnode7807330	lateral papillary muscle of left ventricle
newnode4235412	myocardium of lateral wall of left ventricle	newnode9508605	myocardial zone 11
newnode250371	left ventricle	newnode400381	outflow part of left ventricle
newnode400381	outflow part of left ventricle	newnode2199656	aortic valve
newnode2199656	aortic valve	newnode4694415	anterior cusp of aortic valve
newnode2199656	aortic valve	newnode5740792	left posterior cusp of aortic valve
newnode2199656	aortic valve	newnode3213576	right posterior cusp of aortic valve
newnode400381	outflow part of left ventricle	newnode8166877	subaortic curtain of left ventricle
newnode8839906	heart	newnode8858837	right ventricle
newnode8858837	right ventricle	newnode5088362	wall of right ventricle
newnode5088362	wall of right ventricle	newnode5515440	free wall of right ventricle
newnode5515440	free wall of right ventricle	newnode3042771	myocardium of right ventricle
newnode3042771	myocardium of right ventricle	newnode2486197	subendocardial layer of myocardium of right ventricle
newnode2486197	subendocardial layer of myocardium of right ventricle	newnode9600003	papillary muscle of right ventricle
newnode9600003	papillary muscle of right ventricle	newnode2442617	anterior papillary muscle of right ventricle
newnode9600003	papillary muscle of right ventricle	newnode2196042	posterior papillary muscle of right ventricle
newnode9600003	papillary muscle of right ventricle	newnode8594259	septal papillary muscle of right ventricle
newnode8858837	right ventricle	newnode4737150	cavity of right ventricle
newnode8858837	right ventricle	newnode2608212	inflow part of right ventricle
newnode8858837	right ventricle	newnode2100387	outflow part of right ventricle
newnode2100387	outflow part of right ventricle	newnode8970743	pulmonary valve
newnode8970743	pulmonary valve	newnode3391684	left anterior cusp of pulmonary valve
newnode8970743	pulmonary valve	newnode7516217	right anterior cusp of pulmonary valve
newnode8970743	pulmonary valve	newnode3284252	posterior cusp of pulmonary valve
newnode8839906	heart	newnode_coronary_veins	coronary veins
newnode_coronary_veins	coronary veins	FMA76767	anterior cardiac vein
newnode_coronary_veins	coronary veins	FMA66403	anterior interventricular vein
newnode_coronary_veins	coronary veins	FMA50308	coronary sinus tree
FMA50308	coronary sinus tree	FMA4707	great cardiac vein
FMA50308	coronary sinus tree	FMA4706	coronary sinus
FMA50308	coronary sinus tree	FMA4712	posterior vein of left ventricle
